expression	H3K14ac	H3K18ac	H3K23ac	H3K27ac	H3K27me1	H3K27me2	H3K27me3	H3K36ac	H3K36me1	H3K36me3	H3K4ac	H3K4me1	H3K4me2	H3K4me3	H3K79me1	H3K79me2	H3K79me3	H3K9ac	H3K9me1	H3K9me2	H3K9me3	H3R2me1	H3R2me2	H4K12ac	H4K16ac	H4K20me1	H4K20me3	H4K5ac	H4K8ac	H4K91ac	H4R3me2
4.15487035562576	600	166	678	50	120	217	3120.5	180	415	1166	60	430	223	669.25	30	90	611	220	319	457.5	276	350	210	360	876	112.25	115	180	0	0	484
5.51923644555726	410	1275.25	270	947	694	722	726	443	565	822	1116.165	2111.75	1044	3249.165	414	180	746	405	1034	235	135	933	390	437	803	345	90	1469	1089.665	767	385
5.48480626954666	240	240	120	50	55	85	990	0	320	562	60	90	55	170	30	35	276	350	30	200	75	374	350	60	360	60	0	120	360	0	350
6.01414293739195	120	831	0	240	205	370.33	560	460	120	450	1614	295	85	260	180	120	733	120	370	180	25	472	330	240	958	684	256	466	300	1246.335	270
4.99310384571957	407	255	150	85	85	663	1510	150	701	1380	90	579	295	481	90	0	678.665	333	330	150	55	888	235	60	525	405	140	150	150	30	561
5.26841470519372	492	699	150	175	230	481	1566	436	530	1096	825	427.75	150	518	210	60	911	81	270	264	75	870	445	120	605	350	60	293	180	726	548
3.08278344141862	300	234	300	120	115	170	1036	300	488	760	60	171	35	435	60	60	559	220	55	495	305	169	210	170	420	60	145	240	480	0	235
4.48605720384481	240	0	0	60	591	475	360	349.335	142	460	110	90	142	241	150	120	275	60	90	440	315	404	316	120	710	30	387	60	180	0	341
4.66904035883069	170	0	60	0	270	330	350	0	280	230	40	30	60	428	0	30	402	110	150	693	291.665	141	288	172	240	30	205	60	60	110	295
2.21224837499965	360	454	240	450	320	250	430	480	351	710	170	418.415	90	215	30	210	270	240	230	520	115	390	180	300	528	30	30	120	360	230	351
10.1654324983326	996	1368	712	3903.335	507.25	115	150	2262	316	760	1830	606.5	843.665	10451.66	727	4208.25	4676	2542	1005.5	230	205	515	411	1621	948	135	30	1354	1492.835	350	180
2.72828704783697	240	60	300	0	230	492	1502	300	406	1058	70	60	60	515	0	60	509	220	115	374	396	475	372	120	450	60	180	180	360	170	317
4.5218309674549	60	110	298	80	180	538.33	2668	118	484	986	60	201	90	250	0	0	549	185	315	341	196	407	240	120	150	150	80	120	180	60	398
5.88924631153514	210	688	300	240	145	245	2706.335	598	345	1302	624	1223.5	477	1300.25	0	0	1309.165	230	663	343	498	382	191	240	420	344	180	180	480	340	265
4.75866307809186	180	570	180	180	313	246	560	946	555	880	750	446.665	110	461	150	150	289	350	255	175	110	586	150	240	600	255	134	600	720	660	285
3.94387335482608	600	0	180	60	290	614.5	2106	120	667	1038	120	210	175	481	30	0	988.165	360	205	734	215	315	290	60	540	55	253	120	120	0	290
3.6834761324283	30	255	60	60	716	357.5	340	480	279	520	289	630.5	255	260	325	30	401	150	255	210	85	467	120	90	862	392	240	295	294	532	417
4.95327485985156	360	120	0	60	423	401	676	180	370.665	870	180	145	90	325	30	0	621.25	444	115	425	575.835	270	185	300	420	150	350	120	60	0	477
5.03413923301424	295	203	235	85	290	365	1780	210	434	1300.335	30	410	140	534.665	60	0	712	120	235	355	30	560	240	120	327	194	145	235	239	60	304.5
2.79476597885113	650	740	410	106	339.165	435	1724	262	647	710	350	204	55	512	60	0	731	450	470	536	255	430	210	620	300	80	120	470	476	0	485
2.75471747862081	409	646	125	175	327	433	1086	203.25	255	740	451	1153.75	493	1382.915	150	60	1036	85	951.75	393	85	561	210	150	781	190	145	439	300	553	260
4.77453736262094	420	50	288	180	210	332	1428	120	290	1244	110	140	85	360	90	30	450	110	210	295	55	378.665	349	180	700	145	60	300	300	0	320
4.92885674739216	265	870	210	221	600	538	536	616	461	1092	569	532	260	612	150	60	525	292	180	265	130	562	360	215	740	90	55	454.25	355	613	513
3.99155388983481	410	224	60	110	60	242	340	0	200	220	170	120	30	130	60	0	303	170	0	145	0	205	30	60	300	150	135	120	0	0	150
2.85126068317682	480	350	420	180	235	537	1736	300	572	1316	240	372.665	60	618.665	90	30	696.5	402	325	333	90	501	600	420	420	115	193.5	360	420	0	375
4.09567925445735	180	360	180	60	90	337	2172	240	417	630	120	1010	368	1308.75	120	90	1429	60	559	205	90	493	233	418	530	1281	235	360	120	180	374
5.67930363088231	410	180	60	120	200	320	460	120	383	961.335	240	409	170	222	60	0	530	170	175	0	0	421	240	60	360	180	210	270	120	432	198
7.72095403123485	290	470	180	60	685	362.5	878	540	603	5029.5	530	1236	377	516	1457	1498.5	3161.75	120	1202.165	175	60	463	380	240	766	2654.415	120	660	240	624	266
4.52274409865371	240	219	240	145	426	360	1278	255	200	750	240	469	55	385	210	120	535	130	256	90	0	560	201.5	30	586	170	95	462.5	355	321	229
8.06123762445655	475	2697	300	4392.665	1462	135	310	2086.75	657	774	1770.25	3088.165	2410.585	21801.835	1082	707	1114	2637.25	2372.75	235	80	723	210	1328.665	2214.83	1284.835	30	2721.585	2844.5	2082	290
4.01734112018707	360	290	180	60	450	377	700	180	514	890	270	140	189	391	30	0	210	200	300	205	214	457	294	292	832	0	60	480	600	160	438
5.44964477898963	540	766	240	180	200	581	1781	420	483	1302	300	300	210	582.5	30	30	663	170	325	381	370	782	150	180	1296	205	175	720	600	290	534
4.94186418373277	180	240	180	60	205	405	842	420	580	1172	568	320	60	242	90	60	593	340	370	171	0	441	245	240	780	207	90	180	360	666	290
5.24574430624088	150	220	90	0	227	267	522	146	280	694	60	240	60	245	180	120	251	134	140	90	0	349	90	90	85	90	60	150	150	55	145
5.16304159623816	780	2620.67	180	902	200	411	1714.5	1004	285	620	1582	2953.165	822.165	706	210	0	737	300	688	150	0	604	260	480	1070	782	85	910	438	2666.665	301
4.64890617071194	170	360	180	180	225	200	570	234	305	452	290	1438.165	483	558	360	90	457.5	400	620	55	80	475	261	60	866	6013.42	135	120	354	600	494
5.0472371965408	540	120	600	120	175	486	1526	240	499	1072	120	0	106	412.5	150	30	601	240	249	225	155	659	295	120	540	170	270	240	180	0	401
5.34144869250864	530	350	60	226	315	443	610	540	482	816	420	370	115	462	60	30	471	230	140	85	50	447	325	240	600	168	60	480	346	470	280
3.56126196838995	300	230	60	0	323	584	1176	360	545	818	0	145	205	409	120	30	210	160	195	225	75	385	325	180	240	115	90	360	400	60	140
4.436476348574	150	180	300	60	200	504.5	590	240	353	436	240	344	235	415	30	150	531	220	255	175	135	421	355	180	902	259	180	300	240	290	335
3.92091832450651	238	50	270	90	261	471.5	2623	60	342	1272	60	293	90	512.165	90	30	1298.085	140	120	590	566	274	322	60	210	110	431	90	60	0	570
2.9030877876286	60	0	60	0	150	293	274	120	150	160	50	120	60	210	30	0	250	120	60	145	215	347	210	60	300	60	25	60	60	0	110
8.83571164771278	534	4736	594	6736.005	1265	189	552	2467	724	990	4590.335	9376.665	2973.415	22557.6	2130.25	1681	3225.415	4120.17	4171.5	85	50	1025	730.665	690	1842	7820.165	55	2330	1010	5420.335	401
4.19427963675485	300	60	60	110	348	531	992.67	60	319	530	60	150	115	275	0	90	301	566	60	574	360.25	507	400	420	900	85	140	240	120	0	374
6.28321302800274	960	2012	650	850	934	359.5	440	1330	388	1130	783.335	6302.415	2012.75	3903.08	409.665	325	1054	836	1913.5	524.5	126	870.165	523	540	1158	530	459.665	1008	704	1308	480
3.53597736946719	180	342	120	0	205	340	1544	360	344	864.5	0	855.665	391	920	270	120	1981.25	386	859.165	253	170	1212	504	0	768	3125.245	200	300	120	220	484
6.14066657395375	762	1636	780	2264.5	1036	264	180	1286.5	531	560	1084	4396.83	2190.5	8763.42	1029	1010.5	894	1318	2401.665	227	25	408	230	882	652	400	180	2022	1560	1340	325
5.10805839163207	180	1830	240	180	390	165	540	414	470	280	650	3637.25	558.5	922	673.5	30	1057	170	1037.25	135	55	1073	557	240	1124	5936.915	265	420	480	1040	444
3.37310650149563	469.335	790.335	180	450	290	310	2329	240	385	970	300	951.665	220	961	88	120	800.665	170	414	245	215	521	330	300	998	268	85	490	360	820	450
4.62133040344256	480	0	120	60	260	416	1678	60	479.25	750	0	115	60	408	0	0	281	286	110	752.5	215	260	330	170	582	90	295	0	60	60	205
5.46224368021594	360	344	120	110	150	169	1038	180	419	894	300	933	159.165	1963.92	315.5	0	973	296	541	30	30	567	437	0	360	1428.25	159.165	300	420	332	310
3.5795792435953	498	180	120	60	140	406	658	540	199.165	490	290	220	0	219.25	50	60	396	300	60	240	30	254.165	261	120	240	85	60	480	518	0	171
6.30994282337983	642	1588	234	452	321	255	1394	660	314	776	700	3714.25	1039	5919.745	265	30	1018	446	1882.665	150	170	559	261	470	1034	2102	130	300	948	1044	180
2.70014906920595	240	115	210	55	240	502.5	1342	90	510	1142	55	379	178	590	90	60	556	285	376	494	80	700	379	150	60	150	60	197.25	180	30	383
3.32897071566481	300	776	300	0	286	405	1924	720	770	1025	660	507	120	582	30	60	1022	494	210	190	80	681	330	80	638	300	120	240	408	470	384
3.63709788264379	416	230	180	120	296.665	606	1536	180	584	1412	290	280	115	490	0	60	314	50	235	265	302	467	470	180	420	140	145	60	360	60	235
3.54469292517636	240	60	120	120	90	232	658	120	175	350	110	210	60	135	60	0	360	0	90	268	130	200	90	120	480	60	30	170	120	60	170
10.214220647003	178	1627.165	420	2630.33	393	115	110	844.25	285	1530	1165.665	1412.25	1300.5	21669.92	582	3229.75	6037.415	1842.665	1216.5	231	90	453	90	358	671	2532.08	120	669.665	356	1517.5	320
6.75321035478411	240	120	150	234	199	115	942	298	255	520	180	115	90	1224	60	299	522	520	173	145	158	320	270	300	420	30	30	0	420	0	348
5.15685777147564	286.5	660	420	120	314	220	710	360	255	512	290	142	120	288	150	240	346	470	475	145	60	491	230	420	859.335	341.75	115	420	472	120	345
5.39443858101119	240	720	160	526	308	617	770.5	470	675	814	250	568.335	155	575	60	30	430	650	764.75	729.665	55	497	145	220	774	60	115	640	720	430	281
4.44621548530885	580	240	410	180	301.665	638	1046	180	488	730	120	324	140	310	30	0	1164	510	265	195	90	717	240	420	752	85	256	180	120	60	150
5.10124048337734	690	6062	180	7624	759.665	200	110	4655.5	533	1050	4562	7329.58	3550.83	15546.66	988	290	720	4995.5	3682.5	208	80	1089	538	1522	2166	6802.34	240	3820	2667	7807.825	235
3.04951045305572	120	180	300	110	288	395	1384	240	145	592	110	180	10	358	30	150	451	240	60	562	225	432	270	480	480	60	60	120	60	0	259
3.721143453232	420	30	148	30	203	425.5	1176	210	285	560	60	30	30	436.25	60	90	327	200	205	642.5	197	140	315	150	330	150	0	178	203.25	60	110
4.52748968610357	360	1962	240	480	467	395	530	960	533	1580	1448	1220	205	383	175	90	890	650	387	258	0	711	350	120	594	312	105	886	300	2410	270
3.05177937567131	120	120	120	0	180	370	824	120	55	464	0	60	80	309	15	60	315	240	30	402	240	175	295	0	550	60	25	180	0	0	270
4.90070137338327	120	60	118	0	115	280	534	120	134	810	30	120	80	303	0	30	375	90	55	210	25	199	200	180	238	90	60	85	113	0	175
8.61587676583057	650	620	540	700	1071	105	0	120	316	4827	1102	2566.5	861	553	1932.25	3312.585	4826	180	1903.665	285	53	779.75	270	1354.5	1384	11809.75	180	804	836	1458	280
6.92150728519249	406	2792.335	300	2015.335	1174	200	280	2370	462	1582	2285	5248.665	1575	4047.92	2137.33	444	762	1181.335	2895.335	223	55	1044.5	568	468	1940.5	4128.165	175	1340	834	3091	589
8.39673934231076	960	9884.83	584	13164.5	824.5	120	150	31808.835	623	648	8655.835	2081.165	2251.25	15600.985	1508.665	2233.165	3169.335	16648.165	1974.165	313	25	614	380.5	3031	3734.5	1683.665	60	8757.335	6544.835	9838	120
8.9564353767868	385	2767.5	647	5418.915	391	310	120	678	466	1110	1954.58	4887	5426.75	34602.27	2160.165	1927.25	2998.75	2897.085	4309.17	171	30	915	325	731.75	978.665	1035	270	1210.5	1308.665	2025	285
5.08662364009559	0	60	300	240	736	170	280	540	627.165	7138.335	280	650	393	646	176	120	563	386	1047	290	0	592	326	638	1014	1454.75	198	880	766	690	405
4.72620481835832	240	638	240	110	0	145	2308	540	372	480	120	1184	435	2505.415	177	30	1417.75	220	765.665	150	60	575	360	360	700	659	90	240	360	220	368
7.46768530325444	2298	12314.67	2115.335	24507.83	2312.5	467	470	7580.335	684	984	10907.835	3748.085	6547.165	27608.01	1848	1512	2351.335	17887.325	3663.415	330	80	849.665	205	4708.5	6454.335	344.25	60	16393.665	13787.5	11683.005	394
4.14836862466631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.42728429533904	120	574	180	170	525	356.25	340	720	346.5	696	638	438	85	190	450	265	420	164	145	205	0	349	120	240	1478	150	200	770	1306	822	265
5.2900886029472	1006	1114	300	1248	2109.665	320	290	240	698	3464	904	1993	1496.585	529.665	2024	600	1321.5	480	2381.08	255	60	695	381	538	2130	3108.75	150	1170	1254	658	502
5.20717747897463	120	650	60	0	235	290	576	354	170	1100	340	1574.915	435	528	776	746	1729.25	220	715	85	80	692	413	240	1078	11576.825	175	180	60	330	235
3.83873807909466	646	170	0	60	150	335	1928	60	170	1004	120	240	60	856.415	0	60	1547.5	120	30	430	1010	647.335	285	120	180	191.165	300	120	240	120	110
4.34062113661521	0	0	60	170	30	60	222	60	30	60	60	120	0	134	10	0	90	50	30	0	30	143	55	180	60	0	0	0	0	0	30
8.30682024765923	406	2476.5	536	3356.5	2284.165	223	325	836	796	1987	1418	7483.085	3353.335	20550.16	1754	796	1798.25	2138.335	3901.245	566.5	55	1017	498	1184	1260	7277.41	84	1665.335	2051.335	1831	517
7.7557864418659	360	1735.335	470	1117	704	366.25	678	1808.5	170	966	1040	1246.25	693.5	5026.165	233	60	484	1290	1270.5	325	115	596	330	480	716	651.5	115	1276	806	1240.5	250
3.51583770639395	360	180	120	460	1062.75	240	280	300	678.5	1208	180	582	325	145	210	90	353	280	519	141	25	405	175	924	2103.335	336	81	712	474	170	219
3.80077631127265	420	230	420	50	198	677	2118.5	300	659	1234	110	260	130	453	30	30	730	394	240	432	130	376	370	60	300	197	90	240	370	0	292
6.05717503747126	240	110	180	240	200	368	1819.67	240	400	980	120	210	158.665	325	30	0	434	450	365.165	175	60	205	60	172	1078	150	55	120	0	174	514
5.0907546142196	480	290	560	60	150	90	2527.5	240	295	866	120	150	90	591	60	60	637	240	311	390.5	240	285	380	180	540	30	205	120	120	0	328
3.6927021383376	772	350	180	0	315	806	1608.67	420	644	890	166	290	203	570	90	30	647	410	286	302	55	611	299	60	660	115	80	60	420	120	410
3.86037069923515	360	170	180	0	115	195	880	60	275	412	120	270	30	359	0	0	599	400	254	386	190	253	180	60	528	55	60	0	120	60	405
3.8859900700063	180	0	180	60	115	220	1016	300	170	544	120	266.665	90	150	60	30	317.5	210	55	175	265.25	394	453	120	540	0	90	180	120	180	145
6.87884229815304	345	55	60	55	623	492.5	442	230	372	1658	90	175	292	262	60	90	400	215	284	445	145	541	288	240	270	172	90	120	240	60	260
4.8551815434186	710	840	360	170	278	371	1828	464	375	850	300	311	90	606	60	60	425	160	218	120	180	385	459	180	240	0	120	176	360	60	375
3.93354767856368	470	2402.835	480	2375.5	692	190	408	1445.665	831.5	748	1366	6486.075	1829.415	8142.415	1697.165	2578.75	3665.665	1980	2403.835	55	25	774	420	356	1981.835	4745.08	205	1484	1368	2453	270
2.0376457658968	540	240	60	0	55	461.25	1570	180	420	1216	110	324	90	295	30	30	619	174	200	263	105	570	255	0	820	90	120	240	360	170	372
3.85662656780777	480	100	476	60	170	1030	1850	180	493	1104	170	350	205	533	0	60	562	464	342	516	80	493	240	345	360	170	240	360	120	0	260
4.78974046251556	240	60	160	120	555	686	1080	180	355	2006.5	220	390	115	275	90	120	652	180	364	295	30	722.75	210	300	1078	289	150	240	420	120	468
5.35165076600535	410	3071.335	0	230	227.25	449	994	1186	293	872	1956	644.5	145	401	360	180	732	590	398	265	25	883	408	180	702	554	90	1046	420	2714	374
4.75973849288274	240	110	120	0	150	170	876	240	145	280	60	30	115	619	0	60	150	60	120	260	580.25	179	120	260	180	85	0	120	60	60	288
3.2858594792296	60	60	180	60	140	446	2070.5	180	529	848	300	223	108	446	0	30	540	300	170	552	190	487	115	240	480	211	210	60	180	0	120
4.34940723482807	600	2082	826	866	883	538	360	1244	442	1589	1288	2914.58	644.25	935.5	307	270	703	350	819.5	685	175	1026	545	480	650	400	90	716	656	1306	272
4.68964000261432	150	0	90	115	115	364	1154	150	463	690	30	60	30	270	60	30	526	145	260	520	235	410	447	120	180	25	200	0	60	25	200
5.68151130300997	1066	2206	870	1084	549.665	427	1642	1238	481	1244	1456	1587.58	1329.25	3246.585	270	300	465	1428	1444.165	205	85	693	370	956	1627.835	145	295	1706	2194	1568	415
4.88827555127485	296	120	150	120	230	673	1088	268	531	1147.335	120	378	209	335	60	90	351	343	205	320	50	844.5	115	150	210	150	176	240	180	90	493
6.86923428097111	682	4426	300	2173.5	937.5	718	750	1398	562	896	2256	2519.25	1273	2172.25	582	180	591	1132	1394.5	535	75	524	210	886	1416	240	225	3054.335	1488	2502	260
3.60791367470741	716	240	646	240	908	959.33	460	660	633	2533.335	450	595	614	471.25	240	60	335	350	809	455	30	749	205	240	774	210	166	550	420	110	407
4.74878989499485	360	100	300	50	355	375	546	60	505	470	60	210	90	279	0	90	446	410	85	785	210	150	205	360	720	120	60	60	120	0	435
7.45495429690247	412	3912.665	654	4058.335	1271.25	444	742	2888	837.5	1304	2330	2135.665	2810.085	14676.925	1460.5	3469.75	4196.835	3522.835	2579.665	579	239	950.5	434	2212	2778	657.75	280	4280	4626.5	3745.83	240.165
4.55483485366096	480	1742	180	160	485	544	570	1562	722	960	1098	2192.83	1306.415	1719.835	327	180	805.165	874	1136	168	55	1189	285	300	2089	594	120	1134	935	2268	388.25
6.49390738328265	420	4433.835	776	5030.665	630	205	120	3661.5	415	568	3292	3489.415	2288.585	10797.66	647	120	395	3550.335	2411	265	30	664.75	330	830	1930	1502.5	60	3321	3004.5	5459.5	425
5.60925382271274	292	1886	470	1218.335	636.165	513	608	742	485	600	1716	3606.335	1501	4565.585	1458	408	911	1006	2136.165	232	0	680	507	840	2318	681	180	1409	1731.335	1238	290
2.58971476289963	600	120	240	60	120	840	1634	300	597	780	120	278.25	240	564	0	90	438	280	175	410	165	200	527	120	360	208	175	180	120	0	330
2.97887345898613	150	60	30	53	368	503.665	406	60	264	632	30	60	90	190	0	0	300	60	80	567	230	435	230	60	120	60	75	30	0	0	322
4.75425419474508	360	4075.5	600	3637.67	1019	200	120	1811	597	640	1972	2026.585	1535	11856.25	848	30	465	2257.335	2252.83	55	80	777	115	660	2098	2021.75	167.5	1536	1736	3698	255
4.65610614153772	480	962	360	506	312	240	612	466	380	290	680	1724.75	353	859	180	120	395	350	861.165	30	30	350	465	360	660	145	90	420	420	700	255
3.32145262959544	600	290	300	180	270	197	340	586	240	1442.335	404	60	110	250	0	30	195	395	230	462	190	438	373	240	776	205	90	120	260	0	230
2.77989943374722	180	338	360	222	120	369	1063	420	225	490	240	147	30	360	176	30	295	60	88	380	271.665	320	203	60	180	225	30	180	120	60	204
4.88050876500613	270	250	30	0	145	290	722	230	457	636	145	145	195	394	0	0	444	200	340	295	135	353.665	475	150	330	120	120	230	150	30	224
7.46489715216955	700	1177	480	728	538	312	450	720	314	890	788	1643.25	884	1937.25	270	300	974	350	1036	60	55	489	325	540	930	195	115	1501.335	1054	952	85
6.546295333734	240	2641.335	240	5265.5	1015	310	120	1638	690	1941	1784	4663.41	1604.165	12055.67	2130.665	2028.75	3188.75	2122	1872	140	82	741.25	320	300	1560.5	5957.835	145	2110.5	1513.665	2650	205
3.949676433339	360	120	420	30	110	406	1854	360	429.25	924	0	150	55	380	90	0	275	170	115	390	210	491	290	350	360	60	295	60	0	0	180
4.26616464325488	180	180	346	160	320	443	852	480	260	870	120	180	30	380	60	60	323	220	287	648	733	262	360	240	540	145	175	120	60	0	380
4.27737628345625	752	682	540	1140	321	499	728	776	640	820	592	678.5	372	2205.835	0	60	565	932	230	270	30	473	328	1118	718	85	115	1698	1530	290	230
2.8857723077346	210	85	60	30	235	185	2794.67	60	340	960	0	484	180	755.415	90	0	645	120	300	145	140	601	648	150	384	150	150	30	80	30	370
5.95023231220064	60	180	60	120	332	245	330	270	440	5681	50	226	145	603.33	445	150	1855.665	350	225	282	1088	347	473.665	180	180	255	1144.585	180	240	290	541
2.70731326296332	480	160	648	120	170	440	1674	60	345	675.335	110	150	95	225	90	60	405	50	120	400	254	215	300	120	410	60	60	60	120	0	318
6.16624419339142	300	1724	470	1342	891	440	541.335	780	394	794	864	3168.915	1831.665	7515.915	180	120	659	1218	1864.75	175	30	689	300	360	780	749	30	834	1574	800	203
4.59292096972157	540	260	180	240	340	720	1180	294	626.5	1838	170	227	30	458	180	30	405	240	235	555	60	558	315	420	480	200	235	60	480	0	292
5.13543366464654	180	290	60	60	150	165	670	360	200	754	180	60	30	266	60	0	256	346	90	120	30	210	150	120	180	55	30	120	60	120	145
4.83069370293597	470	240	180	110	340	590	552	300	465	1460	1110	1478.5	487	585	1765.25	654	1000	290	734	192	25	664	682.5	350	1260	4969.005	372	838	60	980	542
4.96531744445906	300	205	90	60	210	675	2449	90	610	1110	140	373	160	559	60	60	932.165	115	411	460	325	685.75	344	240	300	175	85	210	150	30	435
4.99329108241851	540	922.335	240	518.335	304	417	220	840	253	652	884	1178.165	145	1575	185	115	589	510	453.665	90	115	578.665	240	600	776	150	260	760	518	1468	289
8.8304947638387	180	2313.335	352.665	2212.25	996	194	170	3768.25	412	2803	2060.5	2135.245	1975.915	6695.75	1257.915	390	798.33	1693.5	1848.33	287	30	486	228	801	1331.165	1390.915	115	2121.75	1780.415	3810.67	230
5.48357004008581	292	380	240	224	135	601.25	460	780	525	700	680	266.665	85	303	120	120	617	230	278	370	126	342	205	420	584	120	115	536	760	560	264
9.06394024552881	1627.335	1012	1602	1886	2183.665	175	280	932	425	2870	1106	4776.585	1484	630	2204.665	6541.42	9376.335	524	3348.75	205	130	518	270	2073	950	5440.5	90	1674	1880	590	466
5.32979180850778	180	2653	360	3089	1003.665	80	160	2262	443	1138	3374	3441.665	1758.75	7498.995	1706.835	573	517	2296.5	1622.165	236	105	664	357	886	1736.5	968.835	55	1735	1603	3061	270
2.88961313688266	1110.665	1040	480	350	369	682	1242	940	550	1494	1254	933	300	558	90	90	440	350	333	268	183	764	200	180	1192	260	215	710	240	1390	465
5.07998068122005	420	300	120	60	204	255	1330	120	200	360	180	325	210	455	0	0	352	100	222	30	135	665	264	60	720	235	110	180	180	170	436.665
6.93988988719891	716	3005.83	606	3241.5	2042.5	250	110	1750	563	3146	2939.5	8788.665	1846.75	1477.25	2724.83	649	1350	679	1961	180	50	737	269	849	2551.83	1056.915	60	1770	1620	4013.17	490
5.40351261855058	652	300	532	110	145	145	890	420	265	928	120	210	85	568	0	30	727.665	120	360	367.5	281	355	295	360	660	145	110	240	476	0	302
2.78897867021938	326	180	130	30	403	709	1696	150	698	776	90	285	180	259	0	60	886	135	319	582	239	650	430	120	474	210	110	60	90	60	587
4.37117105045249	180	110	120	0	150	360	1350	120	258	770	160	120	85	315	150	90	562	120	180	395	165	255	352	300	420	30	60	180	60	60	290
7.11067449009178	592	230	300	60	380	305	460	300	348	2659	350	443	524	290	1292	628	1158	752	604.5	205	105	827	630	644	1068	724	60	352	180	0	525
4.37296192404333	474	240	60	230	506	195	642	420	584	1988	534	282.5	115	369	171	120	670	180	150	110	30	557.5	204	120	1058	200	210	540	360	682	320
5.10153576541188	240	60	298	110	175	170	880	520	345	530	100	55	235	335	180	210	480	340	200	270	175	265	135	240	360	90	165	120	180	170	194.165
8.69244985048807	120	2138	822	2775.5	819	220	312	1915.335	600	360	1072	3869.83	2292.415	6031.255	240	319.665	587	1244	1828.165	232	75	491	180	770	300	318	90	1074	950	882.5	325
4.22860953987399	300	180	352	240	145	356	1599	360	421	700	360	260	175	435	30	60	291	290	132.5	280	60	483	150	180	346	50	248.75	180	240	0	85
5.17368058504154	86	80	30	60	115	135	208	0	150	720	30	300	30	80	0	0	180	85	84	235	0	171	60	30	30	55	60	90	30	0	175
7.02127591015207	1004	5285.835	1308.5	5694	1336	470	694	4111	505	630	3747.5	2134.5	2195.165	14368.5	620	990	1066	5969.5	2201.08	410	105	488	290	2160	2174	293	120	4237.835	4578.835	4471	309
5.35478039977803	240	400	505	795.165	781	270	330	450	308	566	425	1718.25	640.5	4009	1137	2730.915	3586.665	452	1357.25	175	55	495	257	535	575	1437.665	118	538	586	228	205
3.16978641592952	360	280	530	740	1603	200	230	540	326	3197.335	650	469	441	340	707	300	318	360	795.165	339	161.665	311	230	1020	1348	404	90	520	1334	110	206
4.61026916407591	770	410	60	400	405	259	878	344	426	1279	230	475	290	391	90	0	441	290	255	293	71	529	524	406	1476	115	140	570	850	170	295
3.94205062979426	600	180	600	180	290	542	1301	420	619	1446.5	392	240	55	809	120	60	415	420	531	175	110	470	245	240	828	30	90	470	480	0	200
4.13560246172197	90	30	0	0	60	50	170	150	90	334	30	120	30	317.5	30	0	260	120	60	90	80	233	173	30	60	85	60	0	0	0	265
3.3850663059639	420	110	360	60	270	725	910	706	566	990	180	292	185	469	60	60	647.25	390	145	317	149	850	327	232	1126	135	260	960	1058	300	538
6.51932795008608	0	230	120	180	150	184	370	180	145	396.335	120	295	240	255	210	60	602	390	252	30	50	293	240	120	240	766	60	300	60	120	165
4.1968650488125	772	2337.5	840	1036	924	424	610	1974	417	748	1422	2429.085	951.75	2025.665	347.5	180	551	870	1530.33	156	55	622	366	724	1518	115	145	2817.5	2022.335	2314	325
5.21894401813693	175	325	176	60	90	180	1566	270	364	1046	195	403	120	429	180	0	507	150	300	225	245	486	419	150	180	180	85	230	112	170	347
8.1582213258573	240	1890	180	1812	356	160	180	978	352	518	1226	1578.08	1415.75	14158.585	812	3988.58	6695.67	1022	1256.165	145	50	290	145	584	1014	3949.5	85	694	720	1889	120
8.84843175623884	410	9864.165	934.5	14299.175	616	297.5	210	14537.995	535.5	3220.5	12017	4471.58	1987.25	15613.245	1973	1560.165	3210.915	12557	1964.83	140	50	687	554	2375	5235.5	5321.33	200	10347.675	5308.835	23220.67	335
4.70386644473293	150	30	90	30	60	151	770	60	83	634	25	30	30	290	30	30	320	0	55	301	461.335	83	171	30	120	30	235	60	0	0	205
2.55419053448206	600	638	120	60	235	285	1610	480	435	682	330	409	380	1029.835	90	150	730	400	268	450	259	283	265	470	816	30	60	420	240	170	200
6.2257547431095	120	230	0	60	665	217	500	360	381	1007	240	1024.25	339	666	1124.665	360	1062	290	754	30	0	785	415	120	1620	2060	285	60	180	882	750
2.28733794373367	240	0	420	180	175	135	1170	300	289	812	60	30	60	370	30	90	160	180	150	230	165	284.585	230	300	240	85	120	120	120	0	377.5
3.54227874307614	420	350	420	170	215	538.5	1332	360	466	776	230	180	205	390	210	30	784	220	190	582	165	587	407	120	830	258	285	0	120	50	703
4.22296788830237	300	370	470	0	295	364	495	420	447	1017	230	150	30	195	30	90	355	110	262	280	25	223	82	120	830	55	120	536	300	100	220
5.62499897384883	418	272	540	0	257	604	920	232	425	2781.335	230	203	90	265	467	150	566.665	230	277	115	140	565	380	540	600	145	115	360	466.665	400	303
3.04544582079783	300	290	240	120	235	254	782	300	436	744.335	290	350	175	408	30	60	546	360	199	223	85	436	381	120	772	400	60	300	0	360	399
4.4649427102691	952	684	660	180	309	515	1048	578	545	820	340	710	205	601	120	150	810.335	590	448.665	180	108	1050	175	410	772	205	90	410	780	230	475
