expression	H3K14ac	H3K18ac	H3K23ac	H3K27ac	H3K27me1	H3K27me2	H3K27me3	H3K36ac	H3K36me1	H3K36me3	H3K4ac	H3K4me1	H3K4me2	H3K4me3	H3K79me1	H3K79me2	H3K79me3	H3K9ac	H3K9me1	H3K9me2	H3K9me3	H3R2me1	H3R2me2	H4K12ac	H4K16ac	H4K20me1	H4K20me3	H4K5ac	H4K8ac	H4K91ac	H4R3me2
6.02656138414541	0	640	240	290	260	120	804	294	215	790	400	1970.25	1638.165	10025.09	90	210	1131	502	2862.165	250	105	763	291	360	600	2676.165	385	240	360	818	85
11.7147514019747	840	4586	360	5512.335	645	55	290	9469.17	489	11258.17	3498.335	6723.41	2387.5	29125.165	1683.5	3919.835	9524.75	8942.665	3173	261	180	985.665	1072.5	1930	1750	20018.505	90	2924	2630.835	3626.835	340
2.67251973726227	300	230	300	160	60	110	2098	320	174	490	160	562	478	5842.92	30	90	935	280	862.58	260	90	320	475	300	1058	370.665	288	0	60	240	260
8.2397623946282	530	7134.83	864	10108.835	850	145	282.5	5940.835	373	420	6073.5	1043.165	2440.83	14024.09	605	1682.665	2892.915	8761.17	1430.33	150	25	519	397	1252	3672.67	916	85	7038.5	3292.335	8411.67	260
3.55283777048662	468	290	420	110	85	330	2911.665	360	339	884	60	829	289	2677.75	90	30	1163.665	360	783	115	110	375	295	360	534	767.5	210	120	120	230	395
6.18143076719418	420	3702.335	770	5765.165	410	85	430	2827.335	537	410	2276.335	1265	2458.5	10603.675	360	120	659	4184	1765	600	25	320	260	762	1042	410	143	1860	1943	2660	295
6.95425090795604	470	2498	240	3043.335	1011	248	220	1382	459	1130	2324	4250.92	1084	6104	1308.25	592	784	2613	2220	250	0	666	440	1005	2651	5306.91	115	1848	2096	3187.335	440
6.28030688369293	180	1028.165	270	994.165	1112	250	300	768	361	530	821	1235	1928.165	11505	840	567.665	526	1092	2146.25	90	85	769	319.165	639	598	730.165	60	573.5	974	924.165	295
4.47508712673641	836	1286	1108	844	684	417	330	1106	417.5	300	848	5423.585	2367.415	6848.51	520	180	693	796	2960.25	30	115	779	180	1034	1252	1666.5	50	1002	1694	952	410
5.08210908555468	180	1850	230	2778.83	1099.33	60	210	1032.5	570	860	1982.835	2630.165	1437.25	10416.34	1184	1567	3155.25	2867.335	2094	195	0	427	150	948	820	2277.17	120	1068	1810	1516.335	170
9.69030670823613	150	887	90	1469.5	459	80	50	706.75	441	240	502	842.25	778	13434.835	806	2921.245	3669.665	1423.33	941.25	60	0	265	90	327	353	1724.75	55	258.5	231	658	0
3.05154297408064	240	230	350	0	0	165	2620.5	120	451	408	120	836	416	1952.33	30	57	1395	100	627	85	135	285	210	300	240	441	145	0	120	240	175
7.82068236012063	360	1744	460	2128	964	225	320	1360	909	684	1322	2483	2022	10949.085	1382	1704.25	2556.5	2531.165	1976.25	150	30	428	414	984.5	770	1757	85	1129.335	1548	1154	225
5.48422623125202	180	2135	292	2370.335	1107	275	330	600	811.5	650	1304	7370.41	2219.75	9637	1024.665	90	486	1424	3484.5	321	30	696	340	764	660	6113.915	150	500	823.335	1758	364
8.60269359412561	506	6573.67	1398.5	9898.165	600	160	260	4338.67	915	480	5126.5	3390.915	2222.5	31678.075	1144.5	2081.335	3503.915	8417.34	2696.665	240	126	436	443	1343	2036.5	6718.33	196	3203.5	2824	6513.67	294
7.85994969026931	540	5715.5	768	8823.5	1036	110	270	4545.5	552	480	4188.665	2222	2043.165	12500.165	1415.165	1897	2337.5	6210.5	2081.915	584	105	548	342	2048	3205.5	1792.665	80	5142.665	4515.5	5805.835	205
6.88729845774776	420	2549	534	922.335	548	192.5	210	1763.335	453	830	1766	1808.665	1232.085	5779.425	1036.415	462	704.5	1252	1783.915	180	0	693	409	770	1498	1564.33	90	1460	1426	2197.165	220
7.7069659780355	580	5576.165	826	7306.5	620	55	0	6508.335	525	782	4693	2164.665	1889	19165.33	915	2682.75	4496.75	7215.335	1952.75	288	108	360	407	1548	2800	3552	30	4565	2989.5	5431.5	168
9.12997919693063	806	6520.5	764	8119.83	1052.665	105	160	4333.835	711	752	4444	3189.835	2218.665	11045.085	1293.25	2745.75	3927.75	5209	1737	406	85	754	436	1765.335	3051	2311.75	55	5067.835	4194.5	4971.5	301
8.60772104501506	702	7926.34	1224	9344.835	1131	196.25	220	4993.665	660	1234	7527.665	4166.25	2402	16853.25	1227.915	651	1598.835	8049.17	2673.5	285	55	684	410	1866	4252	2631.5	145	3688.835	3610	9697.33	385
9.15128280294093	480	6377.835	466	7878.5	1286	145	290	9250.17	793	480	2857	4146.5	3367.995	23625.42	2042.25	2911.415	3728.165	6539.165	2886.915	235	60	643	339	1220	2116.835	2209	110	2913.67	3216.5	3817.165	290
7.15237065194748	586.5	6573.67	760	4503.67	1865.5	276.25	110	4026	625	1008	5788.165	11401.84	3134.25	7358.93	2729	475	1176.5	3119.335	5044.665	145	0	1439	581	990	3363.335	12504.5	364	4024.835	2827	10997.665	567
11.866581356152	760	3503.165	1069.335	7180.835	739	175	166	2703	396	1408	2941.83	1484.75	2847.5	17586.91	786	1782.915	2904.585	4547.5	2183	235	30	375	323	922	2738.5	1307.75	172	4173.5	3438.5	4553.335	235
5.47317572617275	580	1500	568	350	285	115	646	586	492	480	480	1195.25	2001.665	11995.175	60	30	612	680	2430.415	225	195	832.5	263	1230	1074	656	320	712	1116	120	260
5.60125313262659	232	3201	360	4205.5	638	177	50	3900	230	392	2719.5	2377.33	1538	9425.915	1275.415	497	875	5443.665	1860.585	110	75	439	180	472	1408	2845.915	180	1682	1287.665	6737.17	175
4.39837846186098	540	4664	710	4100.665	1185.495	239	206	3134	685	410	2605	3947.835	2035.415	6459.92	210	90	250	2137	2598	120	50	404	374	1230	2308	392	55	3022	2512.835	4120	301
2.92011393059508	978	8635.505	1646	14560	1298.75	344	220	7158.5	1050	630	5037.835	6172.25	3703.75	36013	2213.415	2187.25	4143.665	11946.5	4071.91	199	110	463	225	1466	2186	2919.085	207	4930.165	4164.165	5741.5	335
7.81095063954405	834	8055	996.5	8211.505	1397.25	339	390	5216	669	890	4559	2699.58	2372.75	19703.42	828	569	955.335	6150	2506.665	572	55	480	150	1414	2539.5	2513.085	258	4202	3381.835	5348.83	285
7.57105904180139	480	3351.165	644	2752	950	155	110	1298	1143.5	980	2042.5	5871.415	2472	12676.58	2026.665	3760.165	3894.75	2895	2641.245	85	30	476	420	1004	1744	7336.005	90	936	1184	3787.5	287
4.39559109500291	336	581	320	558.335	538.665	165	760	150	320	720	345	1358.665	1376.165	9053.745	330	150	500	591	1571.25	175	30	516	195	380	467	658	254	295	576	381	115
7.30847581605954	298	3395.665	330	4290.335	797	280	60	2497.165	649	1128	2628.25	2760.915	2625.5	17925.93	713	1378.75	1908.25	2875.915	2970.835	540	80	450	500	840	1679	2029.25	175	2159.5	1842	4465.745	260
7.29576220942314	120	2920.5	300	4439.5	1277.5	135	340	3009.335	604	876	2716	3787.415	2107.415	13026.085	1610.25	860	1574.335	3309.835	2506.665	240	25	802	434.5	576	2951.335	2741.58	145	2690.5	2457	3749.5	337
7.87935772058736	360	3329.335	480	5791.5	934.5	165	280	2959	644	1044.5	3912.665	4636.75	2685.415	17454.005	1882.5	1148	1832	4072	3958.665	234	50	584	245	780	2192	5330.25	257	1690	1646	7205.5	230
4.48726464282797	114	120	180	60	55	200	2528	120	323	610	0	485	318	1018.25	0	0	1732	240	439	237	235	470	60	180	540	520	275	120	120	50	371
9.57375703934185	872	5530.5	1066	5487.335	993	193	110	2047.335	637.5	5084.665	4463	4843.915	3403.665	30008.99	2108.5	5894.995	11810.59	5116.5	2453.25	207	95	886.165	495	1060	2093.335	13231.91	300	2261.335	1363	5990	442
7.91008057758875	295	1591	732	1367.5	1226.75	276	0	815	468	752	722	3085.335	1653.5	6795.995	420	150	513	1345.165	1756	195	25	325	261	606	956	376	144	1013	967	1160.75	309
4.25564249660864	660	2891.665	418	2482.5	1041.335	165	290	972	683	1359	1273	3740.335	2620.5	11179.495	1094	2296.42	2924.75	2197.5	3008.58	140	60	571	175	360	2211	3842.665	135	1284	890	2282.5	205
8.89198532348836	480	5467.67	756	9232.995	694	137	218	3052	703	460	4357	2141.75	3114.5	21854.995	1319.835	4962	7974	5747.67	2070	150	25	516	428	1590	2703.5	2823.75	115	3471.5	3198.5	6136	155
6.32756171339911	270	2432.67	240	3038	296	120	100	3245.5	90	110	1704	672.665	1025.25	6144	145	90	200	2539.335	646.165	210	25	400	200	1080	896	271	90	1963.335	1210	1990.5	417
7.19520607469151	90	942.665	90	897.75	284	217	340	1024.33	110	180	469	813	704	3409.165	200	0	406	577	709.5	90	55	370	257	414	609	295	55	736	746	1092.5	225
8.68766481425295	60	428	60	449	340	30	0	180	175	160	226	520.75	277.665	2514.245	402	120	205	384	270	30	0	30	60	232	236	160	30	420	294	422	25
7.16207574017107	934	5082.165	1074	3701.17	1535	245	400	1596	555	926	2288	2096.91	3068.25	21348.32	1370	1937.58	2270.25	3398.835	2808	320	55	421.75	210	1320	1938	2129.5	210	2978	3277	2374.5	145
7.39064736904186	1230	10234.165	1186	13380.165	1118.25	165	540	6175.17	507	1100	6122.5	2783.495	3169.415	36109.08	1657.75	1624.915	2325	10242.165	2478	270	50	681.665	320	1656	3371	1386.085	259.165	5636	6051.5	7705.5	315
7.73044716588284	526.5	2848	1008	3078.5	1854.75	235	170	3379	723.165	838	2552	4926.92	2444.085	6428.995	2013.75	1480.25	1367.5	2238	3377.585	120	55	610	55	1487	1160	3440.915	200	2524	1836	2636	270
7.44771340054261	480	3869.67	1024	4836	1154	225	680	2890.835	1018	778	2267	1315.835	3287.165	26636.165	1482	2230.75	2297	2895	3001	263	50	764.165	482	1194	1312	824.165	90	2742	2394.5	3446	230
2.21123595788387	400	120	120	0	30	644	1334	60	440	1134	120	270	180	629	90	30	1878.995	110	165	630	494	251	286	120	540	235	434	120	0	0	390
4.99932490545031	360	890	90	120	90	320	2146	234	410	872	240	2922.335	505	2029	385	30	2665.085	230	697	173	215	1054.5	627.5	360	950	6556.58	350	360	120	180	525.25
3.95151771950129	60	30	60	120	0	85	1100.5	60	175	240	170	443	646.5	3133.5	0	30	506	45	779	207	130	230	180	90	60	275	30	150	120	85	30
7.007921829325	660	2253	946	3959	1763.915	210	170	1368	805	1801	1272	10667.245	5377	15236.32	2543.085	1220	1255	2058	5194.585	115	0	784	647	834	1856	6944.415	120	1116	1620	2239	475
6.82302493482155	390	1904.5	360	1246	740	191	546	1704	631	920	1012	2016.75	1692.5	17247.675	1121.25	1156.75	1669.5	2069	1544	145	30	795	199	514	956	1154.915	100	988	1879.835	978	295
6.33501613020408	468	5564.5	826.5	3420.665	1533	806	510	4140.335	648	1362	3469.67	4829.745	2261.5	16541.925	2036	849.25	1251	2122.5	2670.745	155	55	865.165	698	932	1900	1579.665	287	2456	2074.335	6844.175	465
5.63690700275287	240	6108.83	852	7564.84	650	73	180	4517.5	980.165	2105.5	2629.17	1925.5	2015.41	16439.99	551	504.665	1071	4112.665	1841.665	120	110	369.5	299	1452	2342.67	2217	375	3041.835	2832	5209	170
5.78289859933812	430	4296.5	1192	4826.5	835	400	160	3690.335	730	500	2260	3013.08	2966.085	15168.67	842.25	1703	2398.67	3839	2625.5	167	50	749	291.665	1352	2203.335	1924.915	142	2846.335	2592.5	4143.835	320
7.36426198313782	588	6797.835	926	7328.5	798	105	280	5577.665	593	440	5355	2685.25	2180.915	10804.085	1254.5	1317	1491	4458.335	2334.835	175	140	542.5	355	2142	2961	1627.5	133	3929	3606	8791	291
5.17794191097304	586	6963.835	780	10906.835	572	170	560	7078.665	906	582	7042.335	2723.17	2452.665	17468.11	775	864.75	1593	8900	2345.335	309	51	674	210	2394	3926.5	1804.085	200	4026.17	3774	12089.67	270
6.55998414960677	360	9335.835	522	10571.165	888.75	220	160	9717.165	413	1004	7150.165	1843.83	2676.75	26854.66	993	1200.165	2209.25	7712.67	1972.08	231	25	426.665	468	2171	4151.335	675.085	150	8446	5258.835	15225.005	265
5.33773036890487	148	55	90	55	60	190	1020	120	274	766	110	270	258	1481.745	30	30	766.5	85	275	365	105	460	387	180	262	115	260	0	30	0	419
6.45945286572876	420	2931	480	4736	593	240	250	2612	400	580	2560	1802.165	1982.5	15106	536	325	450	3723.005	1467.165	234	85	520	115	816	1331.5	330	195	2700.665	2793.335	2118	352
6.91086543742134	267	1452	90	1478.165	881	120	50	908.665	245	290	873.25	2280	1435	10718.5	205	90	355	1171	1858.665	170	25	466	285	440	385	360	265	1005	1071.5	1051.25	175
4.16331932243393	0	0	0	0	0	30	60	0	0	0	0	132.5	30	25	0	0	30	0	0	0	0	81	0	0	0	0	0	0	0	0	30
4.36814890793791	289.665	607	437	30	30	160	2381	387	209	850	313	580.665	969	7526.995	150	30	1118	230	1480	423	427	300	270	265	444	325	270	210	325	190	325
8.52524865884215	400	4612.335	648	6830	814	186	110	3000	766.165	700	3660.335	6367.83	2447.835	20561.505	1721.5	1434	1755.5	6429	2263	205	0	639	353	826.665	3172	8704.42	80	3084	3039.5	6745.5	555
4.047699221274	660	2993	300	2125.165	1332	278	240	1316	680.165	1202	1604	3532.665	2283.5	12084.83	895.25	120	578.165	2403.835	2731.25	422	0	708	778	1058	1632.5	1071	170	2206	2176	1869.5	160
9.62326095218903	700	5211.67	902	7410.17	411	105	440	3309.335	558	520	3403.5	1056.25	2046.83	29046.91	1024.665	3993.75	6606.17	5946.335	2094.75	205	80	508	285	1364	1340	2842.75	120	1414	1702	3162.665	235
5.84102675763138	120	1396.67	300	634	441	275	354	1276	325	590	671	977.335	977.5	3466.83	60	90	387	1339	1104	200	130	300	411	430	938	170	30	1263	1564	1470	265
8.43401699616096	240	2183	180	1215.335	969	195	230	1464	478	1166	2326	5960.665	1136.5	4622.83	1734	777	1274	934	2728.83	60	50	630.665	330	598	1970	12163.93	235	818	525	4289.335	376
6.96023434506447	180	1334	240	1270	839	60	170	660	509	544	1430	3659.915	1192.75	5991.165	1622.5	1398.5	1769.25	1465	2080.915	85	25	449	280	478	1068	4012.255	115	1002	764	3104	265
5.86756235881639	60	3278.835	60	2354.5	469	250	50	1410	285	438	1674	2584	965.25	6971.585	1348.665	734	792	1206	1476.165	270	0	260	370	420	1590	3106.915	140	830	756	2612	320
2.31366795061344	420	60	180	180	270	285	1460	60	260	496	120	266	434	1750	60	0	924	420	308	542	692	542	170	480	294	180	350	60	60	0	205
3.22634585459327	300	120	474	60	113	305	2453	300	410	590	0	540	150	1034	30	30	930.5	340	170	210	135	400	210	240	240	231	200	60	120	0	120
7.42775964887764	270	1482	475	2819	845	105	340	1812.335	706	468	1240	2555.67	1913.415	14838.915	956	1253.67	940.585	1883.58	1900.75	210	50	320	395	615	971	1430.165	140	1143.83	1253.5	1227.5	135
7.14374397702503	120	2350.335	420	2736	1097.915	397	280	1334	561	1476	1222	4023.915	1932.5	5477.665	744	210	533	1408.5	2094	60	30	608	445	530	1736.67	2859.165	315	1188	1172	1638	175
3.49935501876086	180	618	0	170	286.665	285	460	240	145	448	456	949.75	588	2359.165	205	60	1383	230	1290	270	230	623	190	240	746	2722.915	479	300	352	765	234
5.04637238236568	352	0	420	60	140	325	1460	240	522.5	1030	50	237.5	180	271	0	30	776	276	235	447	180	297	389	240	720	180	390	60	120	60	343
7.57269329612818	471	5239.58	625	6060.665	1360.5	225	390	4621.165	793	460	3047.83	3327.67	1911.75	28478.495	1424.25	914	970	6667.33	2092.5	225	105	654	439	1115.665	1645	842.25	115	3206.25	2357	4825.755	281
1.62446740170376	300	0	0	290	115	260	1868	180	285.665	610	80	358.5	265	1211.165	30	0	1051.75	60	341	448	503	295	291	300	338.5	145	170	60	180	60	225
5.96990505242368	240	2734.005	420	3162.335	629.5	120	110	1592	606	578	1290	2793.335	1213	9139.42	583	406	460	1778	1798.75	370	165	342	376	1476	1384	826.665	90	1790.67	1654	2429.335	295
3.94587935608228	60	240	0	50	30	90	1542	0	175	820	0	850.665	235	1134	30	0	1652	170	308	145	130	400	170	60	1042	557	577.5	60	0	120	286
7.03185874302766	420	1972	120	1602.335	1008	160	110	1192	370	860	1526	5388.75	2082.5	10636.745	2073	908.25	1367.25	1560	2437.415	60	105	586	300	654	1755	2194.5	225	640	1166	1734	280
3.58212073920873	532	2934	780	2197	460	265	574	952	495	724	1916.335	2944.835	1364.25	4856.75	746.5	382.5	802.5	1954	1664.915	150	199.5	542.25	315	950	2094.67	801.335	345	2390.335	1987.335	1972	290
6.68023591776095	300	973	226	230	142	135	2219	300	426	1182	480	1406.83	1195.75	6354.835	210	90	1119	170	1880	120	135	469	303.75	480	660	886	175	120	600	180	198
7.19370835758513	480	7578.835	420	8014.665	1141.585	165	400	5436.5	1122.165	1592	6916.5	8156.75	2297.915	17836.415	2953.415	2116.33	3003.835	7099	3356	180	140	718	482	1498	3526.5	8322.905	145	3790.335	3635	15933.84	380
8.31740721558534	1056	5691.67	1242	7051.335	1076	255	220	2570	798.5	790	2708	1927.835	2383	23643.425	778.5	4184.58	7206.75	5389.335	2739.915	290	115	270	530	1834	2076	2052.915	85	3898	3932	3991	150
8.1752492120775	120	1904.5	466	3340.415	390	225	230	1998.165	477.5	542	1508.5	2514.915	2217	17835.41	419	2405.5	3671.75	1942.165	2076	177.5	80	383	206	420	608.665	628.25	210	923.5	589	2131.335	334
5.95871664007318	420	2162.335	230	1993.5	1051.335	315	1376	1368	396	1106	1310	3194.915	1144.83	2989.58	387	245	786	1160	1604.915	120	30	1005	295	1232	1987.335	1120	180	1182	2036	2702.5	802
6.74231620766439	480	4073	660	3018	804.5	166	170	3529	461	622	2761	3890.08	1612.5	7078.5	677	150	426	1420	3216.915	175	30	530	230	1080	1515.335	789	170	1699.5	1917.335	4008.335	285
5.88582621508499	180	550	120	180	631	170	390	766	469	748	220	2283.25	794.5	2348.585	445	85	412	280	1246	411	50	626	270	60	600	2360	115	360	420	570	205
2.4681452931364	476	2090	534	2612.335	810	282	60	990	604	826	1138	2518	2409.165	23105.335	1198	1343	1474	2570	2002.415	235	130	587	385	528	1098	3519.415	108	1120	836	1038	295
8.96012876393686	540	4749	600	8305.67	612	259	350	4377.335	433	628	4043.5	2706.58	1887.75	18666.99	744	297	1379.335	6421.335	1677.25	230	145	596.5	180	1576	2693.335	762.5	171	5554.335	6042.835	5783.665	90
3.40395856608142	240	0	180	0	30	110	810	60	90	230	0	112	0	446	0	60	495	180	120	288	295	175	295	120	226	0	150	0	120	0	267
3.65981875279953	352	2510	360	3703	470	115	210	1464	410	932	2304	3312.58	1203.5	12601.24	1443.915	1752.75	2442.5	3453.5	1511	175	90	693.25	735	840	2920	3042.415	175	2355.335	2420.17	4174	275
4.5816036641195	410	3874.67	480	2609.335	832	456	600	2322.335	616	1084	2195	3397.5	1137.25	7216.25	679	178	790.5	1132	1470.165	1061	198	736	582	584	2310	1055	140	2425	2551	4168.005	310
4.58067306678764	420	4218.165	1070	5090.335	598	50	410	3805.335	330	462	2568	1455.665	3082.5	19673.91	946.25	824	871	5445.835	2370.335	90	105	325	180	1214	1394	1479.165	175	2522	2288	3918.335	120
7.30240544923887	820	2999.165	230	3786	1472.5	200	60	1580	571	2296	1811	3190.915	1349.75	16237.57	1443	261	365	3141.835	2122.665	443.75	140	584	175	1572	2126	1150.25	30	2994.5	3251	3169	260
3.97575057283161	60	290	120	60	90	200	789	240	399.165	740	120	1116	476	2635.25	0	30	884	230	717.75	150	85	372	0	230	766	1057	436	140	240	0	144
11.9102071802704	938	3320	1383.665	4882.5	671.5	55	160	2180	745	1100	1770	2816.5	4439	24248.425	844	1946.25	2587.5	3672.5	3571.335	329	115	424.5	210	1651.5	1382	5412.92	60	2419	2082	2084.335	260
5.11533158920845	420	1299.5	420	1116	467	217	836.67	360	360	474	838	1819.995	1699.585	7136.165	527.25	383.25	1037	1478	1881	264	115	265	310	480	1088	260	275	1046	2181.335	608	172
3.08195813377275	582	50	180	60	0	259.5	3467	120	596	815	110	496	260	1401.835	30	0	1733.165	60	400	240	504.5	555	200	240	538	235	312	0	240	60	290
7.6672728954487	598	1918	708	2157.335	1168.665	165	270	1122	430	290	1320	2756.165	2691.165	14655.085	1243	561	521	2224	2516.415	140	30	1009.665	349	1120	1342	1619.5	170	1704	1571.335	1420	175
2.83344978668969	180	354	812	240	210	306	3333	600	398	666	180	475	316	4047.17	60	60	1057.335	340	755.5	500	488.665	483	231	774	720	120	230	300	560	276	311
8.49949448931645	660	6499.835	600	5277.835	1246	190	320	5197	666	622	4402	6126.245	2215.915	10999.57	1274.665	234	596	2936.5	2858.25	120	80	827	540	1464	2482	3814	286	2360	1959.5	7471.5	355
7.45442187253611	120	1329	148	1727	282	135	170	1036	366	580	793	3030.915	1239.75	6586.325	546	585	544	1031	1775	60	0	585	266	120	533	2836.585	235.5	385	441	1390	290
8.41061749327872	480	9922	887.335	12983.335	616	115	210	8514.5	454	680	6930.335	1915.335	2456.165	22163.09	1512	741	1567	10616	2243.245	180	75	505	150	2014	4053.665	1178	60	6964	3956.5	10866.67	85
5.1653429616342	526	842	330	568	405	145	1987.5	536	200	1186	420	989.75	1645.75	6714.66	150	90	813	902	1252	184	110	315	262	360	652	871.335	140	360	480	398	373
8.73509181209767	180	4171	420	3605	378	145	330	2013.5	240	2208	2784	1386.5	1175.5	25673.43	586	2910.245	6300.42	2205	1468	185	80	767	351	480	1748.5	6067.165	180	1588.665	1408	3322.665	378
6.56198989451569	540	3673	499.335	2589.67	1175.5	75	370	2038	342	600	2120	4413.33	1426.415	3971.585	707	120	497	1332	1933.995	175	100	584	210	942	1924	1828.915	120	3030	1390	4127.665	185
7.89331271151528	472	4080	584	2427.335	1020.5	120	240	2460	499	710	2028	1934.5	1993.665	9672.075	1558.5	1129.25	1529.335	2442	2461.415	30	50	546	115	521.335	2464.5	5753.165	120	1708.5	950	3971	288
10.1040030086766	210	1865	210	2656.335	235	150	50	1586	301.335	458	1223.25	1625.83	1198.665	16357.43	386	371.25	440	2758.085	1423	30	75	380	210	480	832.665	1513.665	115	1325.5	520	2156.915	109.165
11.5289139649767	150	1823.495	321	2143.5	784	145	210	1179.915	320	1512	1165	2109	2323.415	16911.9	431.665	327	834.5	1777.75	2058.25	175	50	413	288	501	695	3639.165	180	1364	669	1735	90
6.68471984682284	1286	6332.5	1120	6206.5	1852	110	290	2950	634	650	3778.835	6409.08	3843.835	14074.6	501	188	450	3854	3719.165	295	90	663	307.665	1986	3717.67	1380.75	115	3957	5218	5118.335	290
5.66542791961299	360	4301.33	348	3657.83	451	85	594	2338.5	440	584	2886.5	1216	1428.5	17898.25	165	445	1324.5	4609	1479.5	205	135	355	390	540	1532.335	1757.5	145	1970	1010	2901.335	140
7.95797532429982	360	2014	720	1526	1188	275	290	1149	953	756	896	5234.835	2431.335	7822.165	1949.75	2539.58	2587.5	1751	2540	110	50	341	147	300	762	4861.745	90	1228	580	1672	266
5.18677109180312	232	1687.5	300	468	115	205	1375	989	455	640	793	3218.5	2237.585	8765.825	150	150	1040	441	3338.585	85	55	559	360	264	616	2776.415	120	804.5	349	1180.165	90
6.54249789676988	526	2947	420	1454	497	80	340	1483.5	360	400	2136	1361.665	1244	7832.68	180	90	185	1036	2112.665	115	60	435	174	1574	1230	421	120	1933	1752	2276	90
9.70480792912936	932	3370	536	3264.335	1462.25	160	290	2303.335	604.165	1434	1868	3370.33	1966.085	8047.41	1098	240	315	1769.5	2061	404	0	522	264	982	1722	343	112	2646	2826.5	2200	180
9.13642253559166	190	2541.085	673	4833.165	769.5	145	540	2110.415	448	510	2068.835	1853.915	1960.25	18327.245	1567.665	858	1355.5	2940.08	1570	354	105	666.335	165	1009.665	1093	1513.5	90	1703.25	1552.335	2430.415	175
4.63090128355647	60	120	60	180	0	110	1721	110	335	760	120	711	436	1472.415	60	90	2680	272	565	300	260	399	210	120	420	791.665	342	120	120	60	345
4.30614630435939	180	60	60	170	80	277	2707	120	235	1836	60	180	293.25	1424.665	60	30	4010.415	240	164	409	2464.665	485	275	60	540	330	3079	180	240	110	465
8.60862403814693	874	6104	1140	9212	978.25	232	590	4610.335	410	620	3868.835	1937.25	1239.835	21816.74	810	2412	3652.75	6155	1615.585	200	53	561	314	712	1958	1638.165	180	3424.17	3147.5	4460.67	298
5.93088617422205	692	3802.5	1578.835	9136.665	1665.25	214	330	3930	839	1881.335	2874	6817.745	3332	22965.925	1323.75	896	1495	7545.17	3387.915	385	160	788	454	1066.5	1804	3410.665	150	3887.17	2585.5	3119	413
8.17531677850377	352	5536	240	5972.17	464	90	110	11437.67	398	898	5425.17	3031.75	1435.665	12968.32	917	210	1227	4263.83	2119.5	360	160	640.25	231	936	2498.335	5964.745	369	3312	1898	9829.835	435
7.67293005492619	410	7106.17	1014	6458.505	619.75	415	440	6171.005	586	340	3822	1667	1999	20301.575	1258.665	1458.25	2505.08	5152.165	2304.835	336	280	489.5	585	1056	2324	1825.5	294	2706	2106.335	5683.5	290
3.67972909195048	240	50	292	50	110	115	2206	60	381	414	60	312	60	568	30	0	631.665	280	242	265	365	300	328	200	360	60	110	0	60	0	316
5.34205909449524	60	205	120	90	110	130	1622	150	391	1282	169	1093	541	3233.75	475	150	663	205	864.5	205	65	312	350	210	250	175	90	180	295	60	225
7.00211318733808	480	3074	480	3643	1658	220	270	1698	794	820	2279	3246.665	2157.335	13705.495	1513.585	530.25	552	2542	2506.75	145	60	731.665	368	1224	2072	1335.83	143	2112	2306	3466.5	115
5.03814020861844	180	240	120	50	90	340	1815.5	300	225	932	120	180	175	814	60	0	2326.58	290	373	270	220	527	150	120	600	150	485	0	0	300	612
4.9524092517202	300	2166	702	2539.5	997	270	290	1486	258	350	1664	1031.5	2439	17773.755	240	352	614.665	1640	2267.665	150	60	384	210	350	1310	260	60	1644	2109	1404.5	205
7.26650746396106	464	4266.5	1467	5093	708	60	0	4396.67	225	540	2885	2149.665	2668.33	12638.005	951	387	567.335	5522.5	2480	90	60	387	284	944	1652	1765	55	1602.665	2400.335	5768.335	217
5.07915649881037	300	960	240	260	208	200	2188	468	502	678	300	912	848	5407.415	120	30	1450.165	454	1246.915	340	210	334	414	292	1060	558	230	600	420	420	451
4.21488852375334	938	5609.67	540	5988.835	1301.915	209	616	3862.5	663.5	1837.5	2879.5	5762.165	1809.25	15842.43	1412.665	175	1242.25	4685.5	2069	638	379.33	837	385	1002	2494	579	2397.5	4158.335	2469.335	4870.5	385
6.76203157557317	360	4175.67	524	4685.665	411	110	60	2313.5	343	450	2184	2018	1887.835	9916.67	290	330	599	3480.165	1903.83	90	30	370	180	704	1311.335	1743	115	1946	1214	4461.335	230
10.5383207989584	720	3800.67	818	3778	999	205	470	1644	260	1184	1853	1865.25	2443.25	18529.505	696	2819.75	3484	3339.335	1736	168	110	580	295	1224	1372	2067.58	145	1178	1173.335	2258.5	230
4.16482710138078	300	560	290	110	84	140	2592	218	470	838	180	961	990	5907.245	60	30	1143	570	1041.665	175	240	481	260	300	350	525	150	360	240	60	315
4.58278244015044	586	2216.5	360	1975	908	180	170	972	666.5	430	1749	4572.17	1813.75	6747.5	1199.25	720	1710.08	1747.335	2463.915	205	80	568	376	416	1568	1854.75	80	1462	1392.5	1868	365
5.54616133530021	754	5806.835	640	4782	1103.25	165	550	4175.5	597.165	864	4791.165	7942.17	4139.33	15125.83	1917.25	1090	1733	3417.335	4077.33	180	50	665	355	480	2462	2620.665	90	2156	2708	6422.67	205
7.22299293497977	240	6818.5	360	7948	766	188	270	4104.665	652	460	6126.165	6123.755	1834.665	12564.66	2436.5	1414.25	1857.335	7629.5	2637.585	90	25	634	450	1196	2570.5	10383.25	196.5	3487	2067.335	10867.83	290
