expression	H3K14ac	H3K18ac	H3K23ac	H3K27ac	H3K27me1	H3K27me2	H3K27me3	H3K36ac	H3K36me1	H3K36me3	H3K4ac	H3K4me1	H3K4me2	H3K4me3	H3K79me1	H3K79me2	H3K79me3	H3K9ac	H3K9me1	H3K9me2	H3K9me3	H3R2me1	H3R2me2	H4K12ac	H4K16ac	H4K20me1	H4K20me3	H4K5ac	H4K8ac	H4K91ac	H4R3me2
4.97709884817515	60	2396	360	1382	427	165	256	1080	522	766	1062	1840.25	1121	4685.84	300	150	389	1180	1290	207	0	522	480	300	586.5	3005.915	296	915.335	868	1534	605.665
8.11687382126062	180	1673	704	2837	947	165	110	1780.67	374	710	1515	1303.5	2178.25	18479.08	835	1078.5	2059.5	2114	1734	300	50	458.665	240	894	1172	641	55	1448	1538	1894.5	320
7.54974599789777	474	3776.335	420	3499.5	902.165	135	330	1712	445	692	2337	4409.085	2630.165	17036.665	1440	445	1170.665	3709.335	3192.585	120	25	357	210	716	2747.335	4204.335	120	1576	1802	3081.335	210
9.22018228111035	180	110	120	60	60	85	880	240	85	420	50	185	90	711.165	60	0	238	110	170	150	188	235	90	60	180	0	115	60	120	60	150
6.02658552165196	180	1115.165	70	393	750	148	490	565	401	818	617.165	2085.915	1649.5	7175.83	379	190	558.5	599	2316.25	30	55	400	90	384	558	1796	60	297	550	428	175
8.87438430211798	180	1987.835	120	1524	692.5	140	110	1811	628	1312	2405	3752.415	840.835	3994.165	657	240	1903.5	1658.5	1866.165	150	0	592	289.5	760	1654	8343.335	165	780	1060	3246.5	451
4.27251515456016	300	4632.665	352	3686.835	376	165	1916.67	2345.5	350	736	3602.665	2963.42	957	6517.245	504	210	1478.5	2066.335	1346	210	110	821.5	504	930.5	2272	1500.165	110	2066.5	1002	5128.165	265
7.28160724947943	180	120	300	222	225	506	3104	300	662	1004	60	180	148	844	60	90	1119	240	377	424	110	540	290	60	540	90	170	420	120	60	375
6.51365880239377	60	460	760	540	400	395	1990	480	546	1094	648	1646.5	1894.415	8199.585	420	232	691	906	1681.75	301	150	644	300	780	770	752.5	25	710	1108	508	224
7.21591254662324	536	1672.335	480	2069.335	561	157	257	1396	145	740	1544	988.25	916.665	6698.58	626	420	629	1814.335	949.165	230	155	412	180	660	905.665	90	228	2008.5	2625.835	1952.335	90
9.76535989898319	952	6142.5	1392	8304.17	798.665	255	330	3258	485	704	4416.335	2798	4938.835	32809.33	1223	1150	2535.83	5999.165	3138.165	170	105	594	420	1284	1569.335	3916.665	300	3037	2240	5883.335	178
5.54997198695704	420	2027	480	702	936.165	204	270	1530.5	369	350	1650	3043.5	1328	4029.5	662	60	548	989	1881.5	270	85	687	262	648	1826	1641.665	150	1276	1195.335	2036	257
7.57667892441767	296	3669.67	300	3504	1144.5	255	380	2511	507	558	3706	6092.92	1817.83	14070.83	2325.25	1509.5	2548.5	3146.665	2759.25	255	0	839	586	1020	2476	14130.505	240	1142	1202	4796	435
3.80062988570492	60	240	240	120	120	165	2329	300	385	700	480	1160.5	290	1646.5	180	90	1961	610	444	115	135	659	342	180	642	1010	200	360	120	340	334
6.92244190063376	596	2973.835	480	2702	1526	200	384	3511.335	577	490	2672	4315.25	2378.915	8177.91	1861.665	1196	1123	2201.5	2383	764.5	30	856	412	1164	2533.5	866	1016	5313.835	4566.5	4282.5	170
9.55721898820265	517.75	4391.165	828	7522.745	1175.5	160	180	2548	873	708	2962.67	3704.415	4919.495	40131.995	1707.165	3722.585	4754.325	6193.915	4083.165	367	50	452	330	722.5	1759	2380.25	180	2295.25	1935.085	3090.165	200
5.3901966676129	420	8853.5	950	9118.995	955	110	375	7286.835	711.5	1098	7025.835	3702.915	3387.665	21571.4	1372	1461.665	1835.83	9495.83	2883.415	344	0	367	315	1586	3096	3500	90	4506.5	3694.5	10080.335	168
3.49272465772429	120	1249.5	180	1643.75	681.5	270	200	1081	386	562	1423	3565.335	996.665	7081.665	705	742	1168.75	994	1154.5	145	60	476.665	260	267	757	2748.5	145	814.165	434	2606.835	139
7.70719529045894	600	3751.5	950	5376.5	1030.25	245	220	2060	889	600	2156	7856.585	3814.665	16912.175	1412	1372.165	2080.75	3802	4081.245	115	105	676	324	420	1775.67	3113.33	180	2916	1700	2422	317
6.84846748196712	60	3675	408	5031.835	351.5	30	400	1878.5	520	1158	3080.165	4419.25	1653.5	17949.75	1602.165	497	873	3007.335	2258	30	55	570	408.75	660	1869	9402.755	173	2316	1700	4969.835	399
6.40228445929462	360	606	360	400	285	145	1160	710	452	1040	180	1079	1254.75	5788.415	240	300	1152.5	570	1477.915	270	189	140	270	590	1262	455	180	700	300	584	433
7.06544767950566	826	7255.5	1506	9378.335	868.5	369	700	8023	688	2058	5754.17	3758.835	3266.665	27429.33	1851.165	1899.25	4082.915	8561	3085.33	345	310	765	300	1737	3807	3302.745	2687.42	6488.165	3726	8373.335	405
7.3527679698928	195	869.5	148	922.5	332	138	330	397	335	450	281	1486.75	1326.165	10510.33	886.5	736	1566.665	943.335	1882.5	205	50	536	240	125	297	1591.75	90	386	403	197	299.665
6.90731818346981	240	1944	610.25	2229.415	1401.5	135	300	926.25	508	834	1267.335	5915.91	3150.75	12782.91	1951.25	1618	2909.25	2135.915	4173.165	30	0	228	175	612	1191.665	3198.25	210	877	981	1669.5	200
4.61617392221099	240	630	180	0	115	60	2958	60	255	544	580	2411.915	553	6255.33	0	90	1708.25	240	1374.665	145	188	517	116	480	240	876	120	0	420	390	295
8.66099825370341	290	5142	692	7574.995	701	275	170	4094	592	540	2424.5	1677	2236.335	26489.59	1521.5	3396.58	4381.585	8215.835	2131.75	60	80	547	268	770	1946	1612.5	115	2400	2194	3549.83	250
6.87145689167221	300	1252	229.335	896	965.5	190	410	1128	440	758	640	1115.5	614	3369.83	325	180	355	864	1113.165	518.665	30	369	90	643	538	230	170	2023	3305.5	486	195
5.55423783737618	60	1198	300	898	286	85	316	708	408	250	330	1271.665	1185	5829.5	210	90	380	994	1649.5	235	60	334	356	418	588	1656.25	115	700	600	502	255
2.07692086744817	470	662	464	260	290	425	1850	540	395	936	290	814	1212.75	6547.83	60	90	894.25	410	1332	275	174	550	138	944	650	115	196	420	1004	240	285
6.24618718860413	583.335	7960.835	516	11505.17	1104.25	220	0	28271.17	717	992	6319	6647.66	3565.915	12956.75	1786.665	617	1630	5879.835	3909.5	280	60	492	292	1948.5	4799.335	2060.5	255	6226.335	6063.665	14793.665	457
3.37151622193524	180	50	300	180	50	194	2337	180	265	508	230	360	285	1198.5	30	0	2198.25	170	290	320	188	490	205	240	412	295	400	60	0	120	432
7.05211532948897	592	11055.165	878	11169.67	1499	414	440	5721.005	370	650	6089.67	2831.335	2591.5	21975.085	635	90	851	7870.835	2849.41	734	25	401	179	2022	3612.335	86	145	7310.335	8839.005	11520.335	300
3.38577743636946	240	240	120	160	30	255	3398	298	330	1172	270	388	256	949.5	0	0	1857.165	240	320	145	165	300	231	180	522.5	270	349	0	60	100	267
5.1611637071435	240	170	420	120	90	222	3756	90	394	1208	60	764.5	851.5	5732.835	30	60	1503.915	360	1040	295	292	288	180	530	406	265	231	240	180	60	241
3.76901946474569	60	60	180	60	90	362.5	1987	120	416	240	60	306	229	1004.665	0	60	1403	346	415	139	100	300	355	180	938	672	255	120	180	180	295
9.05933258142757	592	9798.835	2005.335	16033.34	922.5	410	170	7581.835	778	866	9805.335	2353.665	1788.75	27497.93	1217	6465	9144.915	15634.335	2412	385	30	512	377.5	2416	5443.665	1934.245	80	7726.335	6941.83	10842.665	175
10.1167161123727	360	4739.835	240	6139.835	1027	50	150	1688	740	892	2811	2675.165	2035.915	17981	1038.5	2637.17	3431.83	2446	1387	392	55	620	340	1768	1918.67	3517.25	360	3591	3915.835	3574.835	266
3.19978066725632	420	356	240	60	70	175	2457	180	315	1108	240	1115	343.665	1762.415	60	0	2097.165	290	669	344.665	299	371.665	360	180	814	464	300	300	120	350	210
7.40468986750869	480	4567.665	1222	3931.5	950	85	160	3340	768	402	4202.835	4002	2390.165	12642.99	1705.165	3046.995	3929.5	4006.5	2808.415	150	30	510	110	1148	3812.5	4058	120	1860	1462	8225.835	276
9.55593515704638	60	2419	236	3084	455	164	270	1156	362	620	2247.5	2205.08	1198.5	10408.175	1070	1133	1818.25	1506	1700.5	140	50	719	383	360	1040	6617.915	105	1470	834	3773	218
5.66223799698562	60	667	150	303	1398.5	190	340	210	567	936	345	5825.995	2637.5	9030.165	1044	265	656	351	3472.585	145	85	1067.5	462.335	240	380	9670.92	350	180	330	507	377
9.18604050725027	180	722	207	1315.665	868	105	290	549	345	734.5	622	3843.33	3038.75	8995.24	1113	819.5	1223	785	2569.165	250	55	407	0	240	545.665	3367.42	175	526	266	637	230
7.34352001517623	300	6851.835	360	6367.5	692	449	1082	4304	439	2387.665	3682	5106.585	2039.25	20609.155	857.5	90	1283.915	5553.67	2652.75	175	190	727	289	614	2543	4439.91	267	2461.335	2860	6622.67	232
3.32868224283972	360	742	120	110	165	145	2094	300	514	1050	580	3541	1462	10455.415	150	60	1570	462	2569.915	265	25	866.5	325	240	410	2747.165	261.25	240	300	392	180
6.39863403526827	886	4382.5	720	4699.67	1472.5	318.665	220	2052	829	1066	3761	4806.25	4394.255	21282.895	1790	2591.335	3554.915	3586	4452.33	175	25	658	344	996	2242	4102.75	200	2476	2232	3782.5	542
8.16527975065063	360	1418.5	600	2092	1131	251	254	996	599	1584	1478	4048.335	2654.25	15158.745	1244.75	90	632	2265	2311.835	175	25	763	435	848	2120.335	2057.92	120	2126	2414.33	1936	210
4.73373796775273	360	566	180	120	205	85	2566	300	435	710	290	725	822.5	5283.83	30	0	1231.5	290	984	355	185	491	230	180	536	289	175	300	180	0	145
6.07042590109854	0	1944	458	1389	688	115	352	1346	700.165	360	1086	3285.165	1239.25	5954.665	733	30	150	952	1954.5	150	55	390	265	300	1076	3413.835	52	1225	1951	1254	404
5.02946620760141	470	230	416	110	30	225	3977.835	180	290	828	60	697	500.665	3540.665	0	0	1494.665	290	622	380	277	195	56	0	540	180	360	60	120	230	335
7.09963930264087	120	3203	300	2321	490	110	400	1585	679	620	2350	4442.585	1449.33	7266.825	2081.5	1024.5	1540.665	2503	2480	235	75	604.75	328	650	2320	4104.5	316	1025.335	2068.665	3802.665	240
7.15425240042793	120	1423	150	1249.335	656	175	170	829	521	404	965.5	2893.835	1603.665	6686.33	390	925.665	1129.5	1192.75	1355	30	80	455.5	300	240	498	2269.17	105	870	811	1124.25	224
6.45039379993547	650	3276	780	1348	616	140	1088	1455	323	570	1646	1740.67	1330.5	9793.575	174	120	1223	1444	2402.835	235	0	366	559	1342	1173.335	461.665	168	1112	2048.5	1850	167
8.44972344509929	816	6025.835	938	8271.335	1126.5	100	430	5023.5	774	832.5	4436.665	2090.165	1847.5	15933.42	905	1054	2011.585	6558.5	1688	455	105	657	463	2160	4540.5	1321.25	230	5392.165	5123.165	5853.165	292
8.5713726169177	900	3766.835	676	5583	1019	205	360	2780	693.5	580	2798.5	3767.67	2492.415	13298.09	1119.5	2197.75	2756.085	3707.835	2226.245	285.75	105	490	300	2132	2083.5	971	418.5	2732.5	2192.5	2842	90
6.24619881550839	420	4364.335	942	5570.665	858	295	280	2797.335	449.165	658	2833.5	3507.165	2331.665	11805.165	910.25	719	764	2491.5	2039.25	286	100	451	265	1548	2100	2852.585	100	3216.5	2937.335	3666	270
5.86304151314499	838	5976.665	1078	9877.835	960	25	300	4144.835	491	588	4348.165	2523.67	1717	21312.34	1129	1107.75	1407.25	14825.01	1738.5	407	135	518.665	546	2648.5	2609	461.75	230	5386	6944.5	7510.67	225
5.56834259536233	596	3180	600	2703	513	165	890	1861.335	701	640	1964	1096.5	3082	15907.745	388	90	1533	1964	2769.495	367	230	749	354	936	1666	567.5	370	2102	2581	1418	199
8.07295710900711	360	4683	1110	5188.335	1510.165	220	730	2924	660.165	540	3444	4743.415	3438.165	16152.165	1280.5	790	1006.5	3492	3920.5	210	25	375	385	992	1435.335	3185.67	109.5	2504	1598	4717	290
7.52957830128805	582	5949.165	1118	5748.5	2014.915	140	220	3568	961	1246	3580	8916.165	4091.83	17308.905	2345	961.5	1271.5	3723.5	4624.75	235	0	964	290	942	2462	4147	172	3776.17	3570	5209.5	325
7.15855290707816	120	1748.25	180	2111.75	426	115	230	1219.665	339	1090.665	1098	3021.665	1488.25	12783.5	618	843	1239.25	1692	2007.915	116	25	505	437	359	444	5251.415	150	923.5	599	1607.5	145
6.57399157098335	480	290	288	290	145	254	1936	634.5	295	788.335	270	762	920	5798.085	60	30	1434	560	1612	315	265	210	295	240	720	605	210	350	420	516	368
7.98354578729475	240	1037	389	1336	942	136	100	699	702	2146	910	5420.995	2056.75	10569.835	2213.335	1014.5	1200.75	1128	2656.08	150	85	740	568	502	1033	3118.08	150	1026.665	1120	1069	530
7.23071520557072	650	6650.165	876	7379.335	1392	170	290	3987.165	549	678	4072.5	2777	2636	13452.26	946	1584.165	2220.835	5237.5	3171.335	120	75	342.5	559	2218	1814	1948.495	110	4185	4168.335	4872.165	235
9.43588503830514	240	2180.5	461	1906	682.25	254	170	1199.5	464.75	972	1493.165	1760.665	2244	17310.245	968	2105.75	3169.5	1501	2353.25	222	30	448	180	379	724	3171.415	60	813	413	2121.585	260
6.98248095317581	776	2090	590	3777	265	180	160	2809.5	402	570	1960	2129.915	2158.665	14174.325	730	2807.585	4111.165	2375.335	1892.25	165.665	105	583.335	210	1269.335	1367.835	2269.335	110	2050	1036	2180	175
7.30879728625265	822	13101.665	1202	17418.665	961	110	50	10817.505	573	854	9128.335	1516	3725.75	35847.825	650	1322.585	1624.5	11925.33	3391.165	314	50	330	388	3231.335	3080	797	177	5074	5205	11445.17	175
6.95039082801783	600	3232.835	540	3647.335	1340.165	55	230	1938	235	842	2700.335	2681.915	1239.5	11605.08	1767	293	663	2522.835	1548	260	30	602	203	905.5	2382	2183.415	145	1357.335	2569	2871.5	245
7.104608241622	650	6001.665	1410	10055.165	1549.5	355	302	5515	908	470	4530.665	3219.585	2334.665	32514.58	2328.25	2111.33	1943.25	9474	3033.335	272	170	846	292	2050	3061	1435.165	225	5989.835	5793.17	4173.5	145
6.5006145177511	534	2230.335	720	2455.665	1108	200	410	1440	450	732	1142	3725.08	3127.915	18783.16	1452	2665.415	4016.5	2210	3468.995	175	140	485	270	540	956	6937.66	145	1336	1504	1046	250
2.96573429989079	420	170	300	0	290	434	1878	180	472	1030	180	829.75	400	1536.5	50	60	1431.665	220	676	422	338	613	30	460	600	413	308.75	180	240	60	90
7.14169236990551	300	2960.665	180	3126.5	459.25	279	230	1264	788	894	2079.5	4896.915	1005	9523.675	1599	1678.665	2760.335	1955.5	1898.5	235	55	949	768.665	540	1732.335	24708.42	195	1058	1518	3982.165	520
9.44230490379617	90	367	120	145	270	217	534	294	275	350	240	818.5	440	2892.585	240	60	290	373.165	705	150	80	234	175	60	175	270	60	172	90	271	150
5.01837857073403	240	400	60	120	685	217	280	472	390	638	290	350	60	489	60	30	379	120	235	180	190	573	170	588	1036	275	90	360	300	240	371
6.94931652019221	120	1356	180	1219	360.5	115	120	60	395	404	1000	4552.5	1524	5468.505	667	289	558	732	2515.25	30	85	653.5	530	238	1362	11053.66	175	229.335	420	964	360
8.00174356005275	480	3375.335	1224	5029	814	160	220	2764	548	930	2211	2132.585	1720.415	12866.59	1006.665	3038.415	4968.75	3996.335	1898.33	174	100	569	90	1420	1920	2504.75	120	1892	1684	3067	225
5.91617241257219	120	1048	240	970	511	240	1226	480	480	580	400	2041.335	980.165	2526.5	450	170	1373	910	1109.25	30	80	548	475	300	958	966	30	474	768	1014	410
4.93952589863754	480	120	300	0	120	251	3683	420	509	920	120	949	534	2793.75	60	0	2806	120	812	260	471	432	288	240	240	353	762	60	240	110	371
4.91465288839872	60	0	60	60	205	246	1560	200	320	2134.665	60	234	143	1254.165	60	60	6423.665	60	259	490	1216	510	385	300	600	120	12310.01	180	120	0	520
3.67933669144357	180	1911.335	686	640	913	190	280	2338.5	245	586	1274	1460.165	965.25	7819.84	837	411	483	962	1417	120	75	659	247	896	770	845	85	810.5	580	1100	80
5.04098148852856	240	210	480	0	180	160	1487.335	180	500	798	210	841.5	355	3363.745	60	30	1382.75	220	694	193	105	394	295	180	300	385	210	60	120	60	475
6.15511177733502	992	7769.835	1636	6270.17	2223.5	270	340	4979.5	649	834.335	6569.835	8227.505	3457.92	7911.92	2723.415	1710.83	1774.75	4976.17	4435.5	240	25	694	400	2430	3853.17	1759	30	6828.835	6374.835	7564.5	360
7.71609324934161	600	3249.665	637	2077	757	510	520	900	563	618	1766	1948	2622.665	11892.08	1061.5	1365.165	1113	2827	2041.5	120	173	554	468	1102	1749.335	1208.25	205	1798	3430.335	2587	196
8.54774567455064	616	5968.67	1118	5148	1203	85	290	5068	396	868	4036	1981.75	1764.415	12469.245	609	264.665	1156	4245.335	1987.25	265	25	402	140	1316	3500.335	813.165	178.75	3529	4005.5	9001.67	260
4.56749324061191	86	30	30	0	135	508	600	60	240	580	30	210	85	205	0	60	325	55	240	115	105	490.5	180	0	210	115	316.25	0	30	0	271
8.53369331261383	394	3040	420	5099.165	869.75	190	110	6301.5	850	230	2982.5	3378.25	2747.25	15196.59	1425.75	1800.085	2421.665	4509.835	2315.665	150	25	557.165	431	704	2115.335	3088.75	115	1589	1165.335	3705.67	246
7.22673977830921	600	4169	360	2957	1631.835	255	318	2863	342	700	3261	4045.085	1713.585	5230.75	1115	415	620	2298.835	1993.5	175	25	529.165	346	1466	2692	768.165	145	2747	2177	4169	434
5.6500572782221	420	2810	360	1631	839	170	488	936	536.165	782	1604	2191.165	1131	6694.83	849	444	1090.335	1028	1227.415	265	25	576	296	814	1424	1428	372.5	1699.335	1817.335	2258.5	340
4.2842160188834	170	796	240	220	110	195	660	420	135	532	470	1311.165	1021.75	2830.915	240	90	887	426	1226	262	55	508	170	300	1014	742	205	300	300	540	263
2.56628961276417	120	0	120	0	490	246	400	120	336	400	160	0	90	361	120	30	326	180	180	673	491	220	292	360	164	30	110	60	300	0	199
6.87894213866563	120	2415.5	60	2259	848	90	120	890	729	586	2143	4864.085	1373	6597.085	2124.75	1116	2102.25	2530	2186.915	85	30	491.25	473	360	2014.5	9204.255	445	824	1058	3299.67	429
5.85979570457393	530	2410.335	300	3624.5	1139	255	380	920	547	576	1218	3465.915	3108.5	15453.165	270	0	916	2298.67	3022.25	231	75	618	345	812	1580	528	240	2819.5	2891	1177.335	337
8.10463549022983	360	3841.5	1034	3880.335	1180.5	275	110	1935.335	482	810	1499.335	2210.665	2189.665	17009.505	1198	2051.83	2222	2720	2202.5	210	75	544	180	1020	1706	1597.165	176	2471.665	2018.5	3257.335	260
8.43823872472696	360	5655.835	240	4875.835	913.665	275	60	5962.5	350	280	4741.835	3237.415	1494.5	7154.085	759	1275.915	2227.5	4002.335	1843.335	318	105	449	290	1578.5	1958	1794.835	321.25	3306.5	2242	5717.5	413
4.52455539804117	180	2408	540	1608	1364	143	382	824	525	470	1220	3546.83	1975.33	8636	417	240	676	1136	2953.58	210	100	510	220	880	966	2321.415	245	1102	1329.835	1458	280
5.09638415222202	360	280	536	120	90	305	3006	360	472	540	110	326	585	4411.835	60	60	556	510	752	205	140	270	436	180	360	140	180	200	300	60	335
3.50185837182835	480	340	416	60	30	235	3040.5	120	487	822	110	1353.665	1021.585	3500.415	60	30	898.25	580	882.5	150	80	524.25	330	234	180	461.5	300	120	170	160	606
7.1092992294098	240	1756	120	1767	573	150	290	774	512.665	604	954	1975.75	759	10165.925	689.5	414	730	1198.5	1272.5	145	30	634.5	413	420	1409.335	2323.415	90	1512	2138	926.335	314
5.25446996676776	360	3256.5	1276	5309.835	987.165	249	446	2979.5	436	470	2553.335	1912.83	2736.5	9933	448	355	820	3898.335	2135.5	235	0	440	225.665	1112	1218	240	235	2945	2372.67	2714	340
6.91045513109923	583	3982	470	2902.835	708.75	276	50	1491	168	400	2585	1685.915	1279.75	11040.575	1493.75	1197.5	1387	3066	2113.5	120	75	320	148	1010	1812	1428	240	1425.5	1008	4667.5	145
4.93825454737822	240	2782	360	638	615	195	872	1601.835	531	760	1408	2952.165	1690.165	7942.425	175	90	885	750	2757.25	110	60	529	261	180	1276	1723.5	260	1240	1526	2828	170
3.21819979641245	300	398	292	180	140	370	3016.5	360	288	618	60	344	338	1443.75	30	0	2329.25	552	338	545	733	315	240	360	480	115	1229.5	120	60	280	492
9.20941144065305	480	4961.335	1010	7714.67	1183.335	444	376.67	3597.33	493	974	3498.5	2050.25	2499.915	24351.675	851	1274.165	1981.665	7409.665	2122.585	340	25	566	431	1148	3034	1477.415	195	4623.165	4734.5	5260	314
10.2034643590444	200	4147.335	600	5381.335	686	140	220	2509.5	877	1106	3432.5	5064.245	1982.5	28249.595	2239.75	3639.25	6921.665	4475	3354.08	282.5	50	695	688.25	928	2258.5	10992.25	170	1790.5	1707.335	4701	205
7.23385245170673	360	7183.165	818	9374.675	1013.665	85	160	4694.665	539	802	4578	2626.915	2021.5	25279.765	638	907.165	1427	7014.835	2202.42	500	110	654	445	2481	2820.5	1413.665	150	5343.835	5180.17	6029.67	115
4.37005526289266	300	3152.165	360	1668	822	190	320	1817	557	460	1841.5	2170	1931	15925.085	609.665	502	626.165	2147	2977.335	260	85	541	265	940	1104.67	976.665	210	1122	1538	2564	300
8.78672249480694	350	2003.5	240	2057.335	643	105	160	1718.5	255	724	1413.5	2072.085	798	10839.345	1030	3213.835	5091.585	2250	1568	303	0	526	330	360	1012	3602.915	120	866	690	1852	175
3.07595419593684	472	170	300	0	120	319	1568	420	428.165	1160	300	931	552	1453.75	60	30	1416	230	553	302	165	496	185	120	720	455	145	180	120	120	235
3.75299327570442	60	662	240	220	55	140	2475	180	290	450	170	2383.165	879	4901.25	360	112	1722.25	250	1112	245	738.75	712	439	60	861.335	2704.585	335	0	180	280	410
7.96096565686183	240	947.5	180	807	759.5	60	240	696.5	344	470	464	2584.665	906.75	3207.415	871.665	1186.665	1152	460	1444.67	0	0	289	180	406	944	1580.915	30	946.5	646	742	170
5.87438001743948	588	350	420	240	30	80	2370	530	399.165	948	300	893.25	620.5	5222.17	30	30	1638.5	350	887.33	222	210.25	616	305	176	720	614	315	60	180	60	135
7.36606486110975	280	1966.5	180	1706	488	225	110	622	370	1957.335	1936	1829.915	849.415	5841.505	672.665	378.25	797	1828.835	1846	426	140	540	433	480	1980.5	5092.42	145	878	1166	2318	200
9.0048322728984	654	7146.835	1076	9304.335	603	85	110	6465.5	369.165	506	6084.17	1936.5	2484	15435.245	531.665	967	1490	9198.5	2267.415	205	110	455	306	1708	3134.335	1527	75	3906.335	3052	7362	392
6.058627745764	300	6561.335	290	6287.835	691	85	240	3359	400	556	4037.83	2032.25	1998	13707.995	1264.75	1407	2224	4434	2652.75	110	25	231	240	360	2443.335	3870.415	285	3123	1985	6432.5	215
2.72571983623289	814	60	300	110	170	170	3631.5	60	459	1034	60	369	230	997.5	0	0	1936.165	60	315	1165.5	749	450	255	180	712	322	284	120	286.5	110	355
3.69022105376653	360	300	240	120	50	60	1754	120	373	754	502	698	1196	9158.585	30	90	1606.25	290	1208	230	398.5	235	282	120	480	265	203	180	240	0	85
5.22623526401094	174	2060.5	180	1921	1177	195	390	1152	348	466.665	1170	3520.5	1382.165	2563.335	660	150	475	724	1781.165	120	0	1093.25	450	540	1456	1912	111	2145	1465.5	2215.835	350
8.63268649652817	360	6535	1558.665	8272	1025	139	200	4316	729	1344	4809	2005.58	2989.415	31458.835	893	2032.165	4255.58	7056.165	2368.665	289	60	483	90	1632	2536.5	1380.75	110	4140	2627.835	7106	115
8.67320242876926	594	3447.335	994	4048	1301.415	130	450	2201	889	1064	2133	7063.42	3843.5	9438.345	1515.75	2368.08	3336.415	1880.5	4135.415	223	55	685	464	1056	1670	4579.915	150	2018	1490	2835	240
7.66744132241145	420	4865.83	1270	5962.5	1048	250	150	2052.335	946	1202	3430.335	5372.745	3036.5	19109.165	2251.665	3671.5	6671.495	4356	2505	120	50	776	519	1272	1851.335	6900.75	231	1394	1283.335	3955.335	310
3.86026960520814	360	1664	120	1884	387.5	60	230	758	366	442	1282.5	2436.25	1544.5	9882.67	1668.665	1951.165	3261.915	678	2165	240	113	419	274	540	828	4837.835	177.5	600	590	1076	245
8.53147669475999	240	2510	180	2188	501	145	170	1010	436	626	2080	2003.085	1521	8358.58	1053	509.165	1332.5	1492	2590.25	120	85	530	236	480	1672	1908.665	180	898	120	4139	320
3.21279135194782	350	280	540	110	170	355	3144.5	180	339	916	180	355	266	2508.5	120	30	340	230	907	240	376	276	174	300	540	110	205	360	180	120	225
4.61798275336507	300	218	170	280	200	150	1748	120	225	986	240	1103	566	3960.585	30	60	775	120	735.5	120	50	396	150	480	540	305	210	60	420	50	265
5.95540074566112	120	1308	60	120	345	55	1172	646	369	1890	570	3116.83	1049	1831	600	141	836	130	1331	120	160	521	210	360	530	5034.08	180	300	360	718	318
5.33816288447016	300	280	240	60	240	300	350	360	205	812	360	270	260	400	120	60	503	230	286	110	50	465	210	540	1626.67	435	180	240	180	960	580
8.11514573647258	600	6673.5	1210	7446	1049	326	560	4725.5	536	950	4259	2949.915	2354.08	22972.825	1237	1256	2516.665	5542.5	2033.5	320	25	684	410	1236	1952	2037.335	235	4005.5	3104.33	4839.83	345
6.14363397984648	1514	8058	1666	10225.005	1870.33	145	490	6082.335	525	410	5545.835	2509	2879.665	24932.67	1234	612	740.25	6968.17	2812.75	320	110	732	234	1812	2854	1230	135	6608.835	4966.67	6051.5	260
7.79427934701302	878	11056.5	1230	12335.16	1292	215	328	7795.505	457	1240	8837.665	2388.915	3113.915	15765.33	1204.75	540	1391.085	9550.33	1928.665	350	135	546.665	481	3409.835	5347.335	294	478	9347.67	7648.5	13265.665	345
6.5257705856347	660	5155.5	420	5719.5	657	316	590	2407	532	590	2522	2486.585	2440.085	11486.075	1340.5	903	1680	4695.5	2671.5	405	0	534	415	300	1917	1503	235	2308	2431.665	2605	425
5.55967728067068	120	1734	180	350	558	195	590	290	459	460	1050	4668.745	1399.33	3093.915	300	60	433	280	1903	110	25	406	230	60	888	3743.415	90	720	594	560	120
8.98790344594351	540	7717.5	600	6803	804	115	170	9992.165	551	710	5411.165	2907.165	2217.5	11697.25	753	3004.415	4122.665	7145.665	2407	580	80	732	200	1518	3521	2770.165	210	5762.835	3923	10094.995	200
4.37637255545093	286	3281.835	582	3285.5	961.5	85	266	2181	603.665	1238	1491.665	3404.92	1377	11374.33	1003.25	266	697	2450.5	1895.83	405	80	497	447	592	1514	779.665	290	1748.5	2526	3427.5	205
7.86457356203236	600	2280	402.5	1746	1395.665	410	120	892	540	1046	1006	4740.25	1983.5	10427.575	857	120	571	1460	2598	175	60	897	270	820	1834	3736.915	30	1302	1522.665	1460	207
6.60419108400225	210	1570	329	2280	884	225	150	715	549.165	170	1159.165	3418.335	3149.415	22517	1296	1963.25	2909	1763.58	2875.165	246	75	526	270	456	812	2914.665	180	810.25	725	1769.165	200
5.32427644512438	474	3116.5	530	1783.335	702	275	380	6264.835	319	480	1756	1281.165	2409	10862.08	60	60	365	1953.835	2151.75	255	110	423	310	1731	1392	110	60	2328.5	2436	2117.335	230
6.7420979002891	420	1514	460	1627	649	180	160	830	488	560	908	2496.915	1040.665	8240.67	987	430.665	746	1254	1745.335	194	80	495	240	300	764	3379.665	175	1198	476	690	354
7.06654930463134	432	3476.835	1063.335	3542	1264.25	265	360	12263.17	1098	700	1946	4654.25	2792	7545.75	1839.665	719.665	784	2527	2713	240	55	1073	450	928	1422.5	3485.33	235	2146	936	3485.335	442
8.18501153706848	0	60	60	0	101.25	0	60	0	30	0	0	30	0	78	0	0	90	0	0	0	0	0	0	60	60	84	0	120	0	60	55
